,Ordem,Tamanho,Tempo
0,random,1000,0.003511667251586914
1,random,5000,0.007412910461425781
2,random,10000,0.016820192337036133
3,random,15000,0.025854110717773438
4,random,20000,0.03428506851196289
5,random,25000,0.04680037498474121
6,random,30000,0.05586361885070801
7,ascending,1000,0.028475284576416016
8,ascending,5000,0.7084944248199463
9,ascending,10000,2.7985665798187256
10,ascending,15000,6.332222938537598
11,ascending,20000,11.236461162567139
12,ascending,25000,17.608595609664917
13,ascending,30000,25.525798559188843
14,descending,1000,0.02783989906311035
15,descending,5000,0.6874372959136963
16,descending,10000,2.778923273086548
17,descending,15000,6.201571702957153
18,descending,20000,11.075450658798218
19,descending,25000,17.341084003448486
20,descending,30000,24.963202953338623
