,Ordem,Tamanho,Tempo
0,random,1000,0.025216102600097656
1,random,5000,0.5683701038360596
2,random,10000,2.3435230255126953
3,random,15000,5.262217283248901
4,random,20000,9.614213943481445
5,random,25000,15.819430589675903
6,random,30000,21.710549116134644
7,ascending,1000,0.0001614093780517578
8,ascending,5000,0.0005702972412109375
9,ascending,10000,0.0011146068572998047
10,ascending,15000,0.0020356178283691406
11,ascending,20000,0.0032279491424560547
12,ascending,25000,0.00293731689453125
13,ascending,30000,0.0037474632263183594
14,descending,1000,0.039379119873046875
15,descending,5000,1.0746479034423828
16,descending,10000,4.320668935775757
17,descending,15000,9.824907779693604
18,descending,20000,17.476781845092773
19,descending,25000,27.474035263061523
20,descending,30000,39.42561459541321
